TICKER,PUBLICATION_DATE,SUMMARY
TSLA,2018-03-29 15:06:32 +0000,Markets finished lower for a second straight day on Wednesday The decline was fueled by a selloff in tech stocks which failed to recover from the steep losses witnessed in the previous session Amazon suffered the most while other tech stocks such as Apple and Netflix also took a
TSLA,2018-03-29 15:03:21 +0000,"Romit Shah, Instinet analyst, is lowering estimates for Tesla shares based on weaker Tesla Model 3 production but he is still bullish on the long term company outlook. He speaks to Bloomberg's Vonnie Quinn ..."
TSLA,2018-03-29 15:03:00 +0000,"Here are some things going on today inÂ your world of tech:  Spotify a BuyÂ   Spotify (SPOT), the streaming music service that filed back in February for a direct listing on Nasdaq, starts trading next Tuesday, April 3, and a couple of analysts are starting coverage in advance.  RBC Capitalâ€™s Mark Mahaney this morning initiated coverage with an Outperform rating, and a $220 price target, writing that it is the ""global leaderâ€ù in a â€œvery large globalâ€ù market of $125 billion, and its â€œbusiness model is inflicting up,â€ù with its gross profit margin rising above 20% last year and showing a path to 30%-plus margin.  Also starting coverage is Atlantic Equitiesâ€™ James Cordwell, who starts the stock with an Overweight rating, and a $160 price target, writing the company is ""well positioned to maintain its leadership position given its data advantage should enable it to offer a superior service."" Despite competition from Appleâ€™s (AAPL) Apple MusicÂ and others, Spotify's ""richer music data and singular focus will enable it to offer the best service in terms of music discovery,â€ù he writes."
TSLA,2018-03-29 14:46:00 +0000,"Shares of TeslaÂ (TSLA) are having another downshift on Thursday, after getting slammed by worries about production, its credit downgrade, and an investigation into the fatal crash of one of its vehicles.  Today, Instinet'sÂ Romit Shah reiterated a Buy rating on the shares, but lowered the price target to $420 from $500, once the highest on the Street.  Shah writes that theÂ concernsÂ about Tesla's accounting, insolvency risk and passenger safety are ""largely without merit."" Meanwhile, momentum for electric vehicles, an area where the company still dominates, continues to ramp up at a time when Tesla is hammering out final production kinks for the Model 3."
TSLA,2018-03-29 14:33:40 +0000,Analystsâ€™ Recommendations on Auto Stocks at the End of 1Q18
TSLA,2018-03-29 14:17:33 +0000,"Also Deutsche Bank, crypto, blockchain and virtual death."
TSLA,2018-03-29 14:13:00 +0000,Tesla Asks For Model 3 Factory Workers To Prove 'Haters' Wrong
TSLA,2018-03-29 14:13:00 +0000,Tesla Asks For Model 3 Factory Workers To Prove 'Haters' Wrong
TSLA,2018-03-29 14:09:28 +0000,"Mar.29 -- Gene Munster, co-founder of Loup Ventures, expects that Tesla will &quot;probably&quot; miss  first quarter production targets for the Model 3. He speaks with Bloomberg's Jonathan Ferro on &quot;Bloomberg Markets: The Open.&quot;"
TSLA,2018-03-29 14:09:19 +0000,"Gene Munster, co-founder of Loup Ventures, expects that Tesla will ""probably"" miss first quarter production targets for the Model 3. He speaks with Bloomberg's Jonathan Ferro on ""Bloomberg ..."
TSLA,2018-03-29 14:06:16 +0000,For Immediate Release Chicago IL March 29 2018 Today Zacks Investment Ideas feature highlights Features Apple AAPL NVIDIA NVDA Intel INTC Baidu BIDU and Tesla TSLA Why Driverless Cars Will Still Win After Uber Tesla Accidents Tuesday s 160
TSLA,2018-03-29 14:06:16 +0000,For Immediate Release Chicago IL March 29 2018 Today Zacks Investment Ideas feature highlights Features Apple AAPL NVIDIA NVDA Intel INTC Baidu BIDU and Tesla TSLA Why Driverless Cars Will Still Win After Uber Tesla Accidents Tuesday s 160
TSLA,2018-03-29 14:06:02 +0000,"Shares of Tesla Inc. fell on Thursday, with the stock extending a recent streak of weakness that has put it on track for its biggest weekly decline as a publicly traded company. The stock fell 3.2% on ..."
TSLA,2018-03-29 13:58:45 +0000,"Instinet analyst Romit Shah, formerly the biggest Tesla Inc. bull on Wall Street, lowered his price target on Tesla shares to $420 from $500 on Thursday. Shares are down 1.6% in Thursday morning trading. ..."
TSLA,2018-03-29 13:49:49 +0000,"Tesla Inc. will probably report next week that it missed Model 3 production targets for the first quarter, a growing number of analysts predict."
TSLA,2018-03-29 13:42:01 +0000,Markets finished lower for a second straight day on Wednesday.
TSLA,2018-03-29 13:27:01 +0000,"Given the recent slump in tech stocks was the likely reason for faltering bond yields, we can say that prospects for financials are largely undiminished."
TSLA,2018-03-29 13:03:01 +0000,Mar.29 -- Bloombergâ€™s Molly Smith discusses problems at Tesla and concerns about the automaker. She speaks with Julia Chatterley on &quot;Bloomberg Daybreak: Americas.&quot;
TSLA,2018-03-29 13:01:51 +0000,Why Auto Stocks Fell in Week 3 of March 2018
TSLA,2018-03-29 12:18:00 +0000,"They may have saved Amazon.com Inc. from the dot-com bust, but for many young tech firms convertible bonds could turn into more of a headache than helping hand."
TSLA,2018-03-29 12:11:12 +0000,"Zacks Investment Ideas feature highlights: Apple, NVIDIA, Intel, Baidu and Tesla"
TSLA,2018-03-29 12:10:00 +0000,"NEW YORK, NY / ACCESSWIRE / March 29, 2018 / Shares of Tesla continued to drop and even hit a new 52-week low on Tuesday as concerns over a fatal crash involving one of its Model X cars continued to grow ..."
TSLA,2018-03-29 12:05:35 +0000,Tesla Inc NASDAQ/NGS:TSLA
TSLA,2018-03-29 11:34:49 +0000,Analystsâ€™ Recommendations on Auto Stocks at the End of 1Q18
TSLA,2018-03-29 10:35:41 +0000,"Teslaâ€™s stock has fallen by 15% so far this week, one its worst short-term drops on record, following a batch of bad news for the electric carmaker. Federal investigators announced they are looking into a lethal Model X crash in California, and a credit downgrade by Moodyâ€™s pushed Tesla bonds deeper into junk status. Teslaâ€_"
TSLA,2018-03-29 09:05:16 +0000,"FRANKFURT/BERLIN (Reuters) - Tesla (TSLA.O) buyers in Germany can apply for subsidies again because a government agency has ended its dispute with the U.S. carmaker over whether its Model S was too expensive to qualify for the incentives scheme.  An independent assessment proved that a base version of the Model S was available for less than the 60,000 euros (52,516.50 pounds) baseline and the cars are thus eligible, the German Federal Office for Economic Affairs and Export Controls (BAFA) told Reuters.  BAFA unexpectedly took Tesla's vehicles off the list in December, saying customers could not order the Model S base version without extra features that pushed the car above the price limit."
TSLA,2018-03-29 09:03:00 +0000,Analysts believe that Elon Musk has over-automated Tesla.
TSLA,2018-03-29 06:29:32 +0000,"A German government agency has agreed to offer car buyers subsidies for Tesla (TSLA.O) vehicles again, ending a dispute with the U.S. company over whether the Model S was too expensive to qualify for the scheme.  The German Federal Office for Economic Affairs and Export Controls (BAFA) said on its website it had returned Tesla to the list of electric cars eligible for subsidies on March 6.  The agency had taken the carmaker's vehicles off the list in December, citing as the reason that customers could not order the Model S base version without extra features that pushed the car above the 60,000 euro ($74,000) price limit."
TSLA,2018-03-29 05:27:23 +0000,"SF Motors has become the latest Chinese-owned company to unveil plans to break into the US electric vehicle market, at a time when a growing tech threat from China has rattled Washington. The push by Chinaâ€™s ..."
TSLA,2018-03-29 04:26:37 +0000,"Selling in Tesla bonds intensified, driving prices to fresh lows, a day after the electric-vehicle maker suffered a credit-rating downgrade."
TSLA,2018-03-29 04:24:20 +0000,"Tesla will soon need money again. The trouble is, raising it suddenly looks a lot more challenging."
TSLA,2018-03-29 04:09:00 +0000,Tesla shares are on pace for their worst monthly performance as the electric car company faces a spate of recent issues.
TSLA,2018-03-29 04:09:00 +0000,Tesla shares are on pace for their worst monthly performance as the electric car company faces a spate of recent issues.
TSLA,2018-03-29 04:00:00 +0000,"After the recent crash in Telsa's stock and bonds prices, it seems like a good time to revisit an idea that has long underpinned the value of the shares: the supposed string of companies dying to buy the ..."
TSLA,2018-03-29 02:29:00 +0000,"A Chinese vehicle maker that operates as SF Motors in the U.S. revealed its battery-electric concept car, the SF5."
TSLA,2018-03-29 02:29:00 +0000,"A Chinese vehicle maker that operates as SF Motors in the U.S. revealed its battery-electric concept car, the SF5."
TSLA,2018-03-28 23:49:59 +0000,Tuesday s market action was looking like a nice potential consolidation day after Monday s terrific come back rally Many technology stocks were acting well including Apple AAPL which was pushing 175 and NVIDIA NVDA which was knocking on 250 again as the company s founder Jensen
TSLA,2018-03-28 23:49:59 +0000,Tuesday s market action was looking like a nice potential consolidation day after Monday s terrific come back rally Many technology stocks were acting well including Apple AAPL which was pushing 175 and NVIDIA NVDA which was knocking on 250 again as the company s founder Jensen
TSLA,2018-03-28 23:49:40 +0000,Shareholders of Tesla Inc. won an incremental victory against Chief Executive Elon Musk and the company's board after a Delaware judge refused to dismiss a lawsuit over the acquisition of SolarCity Corp. ...
TSLA,2018-03-28 23:48:28 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips It s do or die time Weeks of worry about trade wars higher interest rates wage push inflation and tech stock headwinds have pushed the S amp P 500 back towards super critical support at its 200 day
TSLA,2018-03-28 23:48:28 +0000,InvestorPlace Stock Market News Stock Advice amp Trading Tips It s do or die time Weeks of worry about trade wars higher interest rates wage push inflation and tech stock headwinds have pushed the S amp P 500 back towards super critical support at its 200 day
TSLA,2018-03-28 23:28:41 +0000,"Selling in Tesla bonds intensified, driving prices to fresh lows, a day after the electric-vehicle manufacturer suffered a credit-rating downgrade."
TSLA,2018-03-28 23:28:00 +0000,"Heavy selling of Tesla Inc. shares and bonds persisted Wednesday, posing a new challenge to the electric-car maker that has relied on the faith of investors to meet pressing cash needs.  The companyâ€™s shares fell $21.40, or 7.7%, to $257.78, extending a weekslong decline that deepened Tuesday amid broad weakness among technology stocks, increased scrutiny of the companyâ€™s semiautonomous driving system, and a credit-rating downgrade from Moodyâ€™s Investors Service.  Teslaâ€™s 5.3% unsecured bonds that mature in 2025, issued last August when the companyâ€™s stock price was near its height, touched a low of 86 cents on the dollarâ€”translating to a 7.8% yieldâ€”before ticking up to 88 cents, according to MarketAxess."
